81,22watts,1820,catacombs,Semantic Map,946,1,0.0
81,22watts,1820,catacombs,Semantic Map,946,1,0.0
81,22watts,1820,catacombs,Semantic Map,946,1,0.0
81,22watts,1820,catacombs,Word Map,946,1,0.0
81,22watts,1820,catacombs,Word Map,946,1,0.0
81,22watts,1820,catacombs,Word Map,946,1,0.0
81,22watts,1820,catacombs,Definition Map,946,1,0.0
82,22yamazaki,2893,instrumental,Semantic Map,1868,1,0.46
82,22yamazaki,2893,instrumental,Semantic Map,1868,1,0.46
82,22yamazaki,2893,instrumental,Semantic Map,1868,1,0.46
82,22yamazaki,2893,instrumental,Word Map,1868,1,0.46
82,22yamazaki,2893,instrumental,Word Map,1868,1,0.46
82,22yamazaki,2893,instrumental,Word Map,1868,1,0.46
82,22yamazaki,2893,instrumental,Definition Map,1868,1,0.46
82,22yamazaki,2893,instrumental,Definition Map,1868,1,0.46
82,22yamazaki,2893,instrumental,Definition Map,1868,1,0.46
1,dan3lson,481,nebulous,Sentence Example,22,1,0.0
1,dan3lson,481,nebulous,Sentence Example,22,1,0.0
1,dan3lson,481,nebulous,Sentence Example,22,1,0.0
1,dan3lson,481,nebulous,Definition Map,22,1,0.0
1,dan3lson,481,nebulous,Definition Map,22,1,0.0
1,dan3lson,481,nebulous,Definition Map,22,1,0.0
1,dan3lson,481,nebulous,Word Map,22,1,0.0
1,dan3lson,481,nebulous,Word Map,22,1,0.0
1,dan3lson,481,nebulous,Word Map,22,1,0.0
1,dan3lson,481,nebulous,Semantic Map,22,1,0.0
1,dan3lson,481,nebulous,Semantic Map,22,1,0.0
1,dan3lson,481,nebulous,Semantic Map,22,1,0.0
100,lphipps,1253,epidemic,Word Map,423,2,1.93
100,lphipps,1253,epidemic,Word Map,423,2,1.93
100,lphipps,1253,epidemic,Word Map,423,2,1.93
100,lphipps,1253,epidemic,Semantic Map,423,2,1.93
100,lphipps,1253,epidemic,Semantic Map,423,2,1.93
100,lphipps,1253,epidemic,Semantic Map,423,2,1.93
100,lphipps,1359,paradigm,Sentence Example,272,1,0.0
100,lphipps,1359,paradigm,Sentence Example,272,1,0.0
100,lphipps,1359,paradigm,Sentence Example,272,1,0.0
100,lphipps,1359,paradigm,Definition Map,272,1,0.0
100,lphipps,1359,paradigm,Definition Map,272,1,0.0
100,lphipps,1359,paradigm,Definition Map,272,1,0.0
100,lphipps,1359,paradigm,Word Map,272,1,0.0
100,lphipps,1359,paradigm,Word Map,272,1,0.0
100,lphipps,1359,paradigm,Word Map,272,1,0.0
100,lphipps,1359,paradigm,Semantic Map,272,1,0.0
100,lphipps,1359,paradigm,Semantic Map,272,1,0.0
100,lphipps,1359,paradigm,Semantic Map,272,1,0.0
100,lphipps,1352,parable,Sentence Example,389,1,0.0
100,lphipps,1352,parable,Sentence Example,389,1,0.0
100,lphipps,1352,parable,Sentence Example,389,1,0.0
100,lphipps,1352,parable,Definition Map,389,1,0.0
100,lphipps,1352,parable,Definition Map,389,1,0.0
100,lphipps,1352,parable,Definition Map,389,1,0.0
100,lphipps,1352,parable,Word Map,389,1,0.0
100,lphipps,1352,parable,Word Map,389,1,0.0
100,lphipps,1352,parable,Word Map,389,1,0.0
100,lphipps,1352,parable,Semantic Map,389,1,0.0
100,lphipps,1352,parable,Semantic Map,389,1,0.0
100,lphipps,1352,parable,Semantic Map,389,1,0.0
70,22kellner,1393,parable,Sentence Example,225,1,0.0
70,22kellner,1393,parable,Sentence Example,225,1,0.0
70,22kellner,1393,parable,Sentence Example,225,1,0.0
70,22kellner,1393,parable,Definition Map,225,1,0.0
70,22kellner,1393,parable,Definition Map,225,1,0.0
70,22kellner,1393,parable,Definition Map,225,1,0.0
70,22kellner,1393,parable,Word Map,225,1,0.0
70,22kellner,1393,parable,Word Map,225,1,0.0
70,22kellner,1393,parable,Word Map,225,1,0.0
70,22kellner,1393,parable,Semantic Map,225,1,0.0
70,22kellner,1393,parable,Semantic Map,225,1,0.0
70,22kellner,1393,parable,Semantic Map,225,1,0.0
67,22annenberg,1253,epidemic,Sentence Example,127,1,0.0
67,22annenberg,1253,epidemic,Sentence Example,127,1,0.0
67,22annenberg,1253,epidemic,Sentence Example,127,1,0.0
67,22annenberg,1253,epidemic,Definition Map,127,1,0.0
67,22annenberg,1253,epidemic,Definition Map,127,1,0.0
67,22annenberg,1253,epidemic,Definition Map,127,1,0.0
67,22annenberg,1253,epidemic,Word Map,127,1,0.0
67,22annenberg,1253,epidemic,Word Map,127,1,0.0
67,22annenberg,1253,epidemic,Word Map,127,1,0.0
